-0.194095	-0.089925	-0.165228	-0.184377	-0.004095	-0.055635	0.054575	-0.569629	0.169156	-0.015769	-0.016403	0.219351	0.227206	-0.374405	-0.015288	0.326350	-0.120434	-0.265407	0.021964	0.103731	-0.024704	-0.063205	-0.113197	0.062254	0.026650	0.274416	0.173935	0.142907	-0.147846	0.109036	0.123589	-0.006718	-0.414076	-0.117688	0.022615	0.332344	0.162629	-0.469847	0.220914	-0.111277	0.058927	-0.083595	0.019358	-0.159278	-0.066221	-0.020961	0.138809	0.066152	0.244438	0.038998	0.424432	0.341749	0.169229	0.084889	0.060440	0.150245	0.030308	0.383215	-0.359007	0.229007	0.219412	-0.132126	-0.001991	-0.022825
0.301848	0.241101	0.174973	-0.071575	-0.016766	-0.084731	-0.062195	0.378297	-0.178189	-0.093038	0.105592	0.107415	-0.283318	0.459158	-0.000307	-0.076857	-0.139218	-0.019846	-0.007498	-0.181105	0.034657	0.423960	0.277293	-0.129142	0.020708	-0.282944	-0.152537	-0.634570	-0.006151	-0.213709	-0.075146	0.055749	0.222547	0.151360	-0.005161	-0.284270	-0.153214	0.374296	-0.047400	0.032539	-0.180120	0.243858	0.014547	0.315329	0.263754	-0.230245	-0.511661	0.185097	0.002063	0.024018	-0.516894	-0.381396	-0.107224	-0.212100	0.007326	-0.084453	-0.171736	0.037278	0.264111	0.357558	0.192200	0.051668	-0.225098	0.088829
-0.171786	-0.086541	-0.150647	-0.303444	0.017223	-0.141114	0.038016	-0.599840	0.108254	-0.065436	0.007745	0.247505	0.201047	-0.356573	-0.021117	0.393293	-0.156755	-0.318979	0.014203	0.031402	0.012455	0.016065	-0.027343	0.030429	0.050082	0.288610	0.201627	0.043821	-0.135901	0.053909	0.166741	-0.029996	-0.418029	-0.125187	0.038074	0.387075	0.130582	-0.441236	0.349631	-0.154581	0.038102	0.012166	-0.019725	-0.124625	-0.005920	-0.104617	0.029130	0.125036	0.231882	0.043534	0.360326	0.333220	0.263455	0.142799	0.073703	0.181994	-0.018122	0.498301	-0.323405	0.324574	0.236926	-0.184555	-0.078827	0.088602
0.346097	0.260936	0.199797	-0.027672	-0.031863	-0.017854	-0.068051	0.442565	-0.187570	-0.087854	0.131273	0.119061	-0.304788	0.495753	-0.002653	-0.092463	-0.175780	-0.007739	-0.010819	-0.149544	0.021717	0.444372	0.281952	-0.135662	0.031647	-0.346713	-0.176468	-0.688726	-0.024668	-0.217285	-0.102408	0.064115	0.256654	0.204759	-0.019293	-0.344034	-0.144000	0.370354	-0.104667	0.065956	-0.222998	0.244226	0.015841	0.313074	0.287812	-0.236534	-0.516078	0.218187	0.033818	0.028045	-0.550902	-0.440193	-0.173830	-0.283256	0.015866	-0.086965	-0.192406	0.001344	0.267688	0.373546	0.249788	0.091267	-0.233629	0.067862
0.319662	0.269091	0.196140	-0.105204	-0.023483	-0.123852	-0.076191	0.440567	-0.186375	-0.112645	0.096781	0.074952	-0.318860	0.502992	0.011690	-0.120195	-0.103945	0.008287	-0.005116	-0.234045	0.033657	0.430479	0.287798	-0.151552	0.013227	-0.261000	-0.162973	-0.650559	0.048376	-0.213096	-0.059883	0.047138	0.249598	0.135487	-0.009264	-0.268459	-0.176775	0.440665	-0.056479	0.003121	-0.150940	0.274825	0.030558	0.371310	0.249098	-0.236876	-0.516885	0.175124	-0.065884	0.016255	-0.575051	-0.382761	-0.102379	-0.187266	-0.010489	-0.134022	-0.158074	0.023862	0.261993	0.334669	0.155067	0.010847	-0.233137	0.143202
0.360298	0.263227	0.207988	-0.085287	-0.023759	-0.067978	-0.077440	0.458146	-0.194256	-0.120245	0.130013	0.110299	-0.321981	0.510046	0.000593	-0.088716	-0.150534	0.006731	-0.008630	-0.212444	0.027962	0.458661	0.317272	-0.160830	0.032038	-0.310839	-0.175956	-0.708203	0.001748	-0.219968	-0.079395	0.052447	0.250958	0.178994	-0.016429	-0.300857	-0.153653	0.410833	-0.064421	0.030731	-0.203685	0.285159	0.024533	0.347405	0.287388	-0.268645	-0.544833	0.235516	-0.005764	0.029999	-0.589031	-0.420221	-0.139093	-0.233235	0.018965	-0.111510	-0.192014	0.027079	0.260233	0.369795	0.223320	0.048212	-0.250405	0.119666
0.355320	0.259616	0.204802	-0.110175	-0.018676	-0.091578	-0.079209	0.442976	-0.195798	-0.128261	0.129415	0.112359	-0.325464	0.503773	-0.000542	-0.073341	-0.149721	-0.003156	-0.007899	-0.228680	0.032361	0.461662	0.328477	-0.166686	0.034043	-0.292929	-0.166753	-0.710799	0.009254	-0.223990	-0.068155	0.046868	0.242527	0.166536	-0.011537	-0.282313	-0.155609	0.415531	-0.036196	0.019114	-0.200216	0.295948	0.020428	0.354681	0.289223	-0.279437	-0.554692	0.240453	-0.011597	0.032013	-0.591745	-0.407502	-0.116678	-0.216762	0.021378	-0.107263	-0.193765	0.049553	0.261717	0.379692	0.217851	0.029950	-0.260131	0.139469
-0.222158	-0.106875	-0.190670	-0.198428	-0.012167	-0.035921	0.065563	-0.696619	0.190584	-0.010929	-0.005479	0.281505	0.285423	-0.456707	-0.017931	0.398484	-0.176744	-0.328076	0.022013	0.154078	-0.021416	-0.061639	-0.141178	0.087851	0.036051	0.298398	0.209531	0.171596	-0.199661	0.130991	0.140110	0.001952	-0.489653	-0.109376	0.019209	0.383347	0.198936	-0.603996	0.256645	-0.121404	0.047890	-0.106441	0.012493	-0.204795	-0.069510	-0.017306	0.165850	0.083859	0.317147	0.043791	0.530378	0.385362	0.194399	0.082984	0.077085	0.195404	0.022999	0.459375	-0.423905	0.302631	0.283805	-0.121216	0.002710	-0.035419
0.370939	0.281054	0.215872	-0.123334	-0.019595	-0.107365	-0.083069	0.477913	-0.206135	-0.138024	0.127124	0.105424	-0.343014	0.538536	0.005536	-0.092634	-0.133633	0.011202	-0.006832	-0.260449	0.034524	0.479509	0.336185	-0.170764	0.025426	-0.303823	-0.180150	-0.737510	0.028658	-0.231758	-0.072087	0.045013	0.262099	0.166127	-0.015524	-0.288230	-0.175294	0.449958	-0.047149	0.005728	-0.188347	0.313990	0.031214	0.382104	0.288566	-0.284271	-0.578039	0.236564	-0.036718	0.027350	-0.630880	-0.425900	-0.119883	-0.211044	0.009205	-0.126825	-0.194676	0.041258	0.275046	0.372232	0.207768	0.026937	-0.253529	0.155659
-0.200160	-0.091921	-0.167047	-0.199350	-0.001734	-0.070510	0.057623	-0.591837	0.167725	-0.019739	-0.019539	0.226765	0.235334	-0.382282	-0.014175	0.334291	-0.123276	-0.275466	0.023571	0.096264	-0.021022	-0.056635	-0.112905	0.065286	0.024189	0.285818	0.178971	0.145120	-0.150703	0.107277	0.133854	-0.006959	-0.427061	-0.122292	0.024720	0.349412	0.158660	-0.479193	0.238827	-0.120918	0.066128	-0.079002	0.020086	-0.160043	-0.068253	-0.020569	0.135703	0.061646	0.243035	0.038282	0.433902	0.355950	0.185267	0.099456	0.060263	0.153649	0.028603	0.403668	-0.367343	0.241306	0.220066	-0.141089	-0.003187	-0.017887
